	id,Created by	Country,Airport Name,City,ICAO),
(3894,4,63,"Djibouti-Ambouli Airport","Djibouti","HDAM"),
(3895,4,47,"Haikou Meilan International Airport","Haikou","ZJHK"),
(3896,4,256,"Mafia Island Airport","Mafia Island","HTMA"),
(3897,4,237,"Page Municipal Airport","Page","KPGA"),
(3898,4,100,"Utila Airport","Utila","MHUT"),
(3899,4,237,"Glacier Park International Airport","Kalispell","KGPI"),
(3900,4,237,"MBS International Airport","Saginaw","KMBS"),
(3901,4,237,"Greater Binghamton/Edwin A Link field","Binghamton","KBGM"),
(3902,4,107,"Baghdad International Airport","Baghdad","ORBI"),
(3903,4,222,"Nan Airport","Nan","VTCN"),
(3904,4,222,"Roi Et Airport","Roi Et","VTUV"),
(3905,4,222,"Buri Ram Airport","Buri Ram","VTUO"),
(3906,4,222,"Trat Airport","Trat","VTBO"),
(3907,4,237,"Blythe Airport","Blythe","KBLH"),
(3908,4,107,"Al Asad Air Base","Al Asad","ORAA"),
(3909,4,107,"Al Taqaddum Air Base","Al Taqaddum","ORAT"),
(3910,4,107,"Joint Base Balad","Al Bakr","ORBD"),
(3911,4,176,"Diosdado Macapagal International Airport","Angeles City","RPLC"),
(3912,4,136,"Sandakan Airport","Sandakan","WBKS"),
(3913,4,Laos,"Luang Namtha Airport","Luang Namtha","VLLN"),
(3914,4,Laos,"Oudomsay Airport","Muang Xay","VLOS"),
(3915,4,47,"Taoxian Airport","Shenyang","ZYTX"),
(3916,4,151,"John A. Osborne Airport","Geralds","TRPG"),
(3917,4,237,"Petersburg James A Johnson Airport","Petersburg","PAPG"),
(3918,4,47,"Luoyang Airport","Luoyang","ZHLY"),
(3919,4,47,"Xuzhou Guanyin Airport","Xuzhou","ZSXZ"),
(3920,4,254,"Magway Airport","Magwe","VYMW"),
(3921,4,254,"Kanti Airport","Khamti","VYKI"),
(3922,4,253,"Lien Khuong Airport","Dalat","VVDL"),
(3923,4,253,"Rach Gia Airport","Rach Gia","VVRG"),
(3924,4,253,"Cà Mau Airport","Ca Mau","VVCM"),
(3925,4,253,"Chu Lai International Airport","Chu Lai","VVCA"),
(3926,4,253,"Dong Tac Airport","Tuy Hoa","VVTH"),
(3927,4,222,"Mae Hong Son Airport","Pai","VTCI"),
(3928,4,57,"Bol Airport","Brac","LDSB"),
(3929,4,40,"Yaoundé Nsimalen International Airport","Yaounde","FKYS"),
(3930,4,94,"Conakry International Airport","Conakry","GUCY"),
(3931,4,84,"Aachen-Merzbrück Airport","Aachen","EDKA"),
(3932,4,84,"Karlsruhe Baden-Baden Airport","Karlsruhe/Baden-Baden","EDSB"),
(3933,4,237,"Orlando Sanford International Airport","Sanford","KSFB"),
(3934,4,237,"John Murtha Johnstown Cambria County Airport","Johnstown","KJST"),
(3935,4,157,"Lukla Airport","Lukla","VNLK"),
(3936,4,157,"Bhojpur Airport","Bhojpur","VNBJ"),
(3937,4,157,"Lamidanda Airport","Lamidanda","VNLD"),
(3938,4,157,"Jomsom Airport","Jomsom","VNJS"),
(3939,4,157,"Manang Airport","Manang","VNMA"),
(3940,4,157,"Phaplu Airport","Phaplu","VNPL"),
(3941,4,157,"Rumjatar Airport","Rumjatar","VNRT"),
(3942,4,157,"Tulsipur Airport","Dang","VNDG"),
(3943,4,157,"Rukumkot Airport","Rukumkot","VNRK"),
(3944,4,157,"Jumla Airport","Jumla","VNJL"),
(3945,4,157,"Taplejung Airport","Taplejung","VNTJ"),
(3946,4,157,"Tumling Tar Airport","Tumling Tar","VNTR"),
(3947,4,157,"Surkhet Airport","Surkhet","VNSK"),
(3948,4,157,"Simikot Airport","Simikot","VNST"),
(3949,4,157,"Dolpa Airport","Dolpa","VNDP"),
(3950,4,157,"Bajhang Airport","Bajhang","VNBG"),
(3951,4,157,"Dhangarhi Airport","Dhangarhi","VNDH"),
(3952,4,257,"Muan International Airport","Muan","RKJB"),
(3953,4,87,"Astypalaia Airport","Astypalaia","LGPL"),
(3954,4,87,"Ikaria Airport","Ikaria","LGIK"),
(3955,4,87,"Kalymnos Airport","Kalymnos","LGKY"),
(3956,4,87,"Milos Airport","Milos","LGML"),
(3957,4,87,"Naxos Airport","Cyclades Islands","LGNX"),
(3958,4,87,"Paros National Airport","Paros","LGPA"),
(3959,4,87,"Kastelorizo Airport","Kastelorizo","LGKJ"),
(3960,4,67,"Marsa Alam International Airport","Marsa Alam","HEMA"),
(3961,4,84,"Weeze Airport","Weeze","EDLV"),
(3962,4,176,"Francisco B. Reyes Airport","Busuanga","RPVV"),
(3963,4,176,"Bancasi Airport","Butuan","RPME"),
(3964,4,176,"Dipolog Airport","Dipolog","RPMG"),
(3965,4,176,"Laoag International Airport","Laoag","RPLI"),
(3966,4,176,"Legazpi City International Airport","Legazpi","RPLP"),
(3967,4,176,"Labo Airport","Ozamis","RPMO"),
(3968,4,176,"Mactan Cebu International Airport","Cebu","RPVM"),
(3969,4,84,"Norden-Norddeich Airport","Norden","EDWS"),
(3970,4,84,"Juist Airport","Juist","EDWJ"),
(3971,4,33,"Porto Seguro Airport","Porto Seguro","SBPS"),
(3972,4,33,"Iguatu Airport","Iguatu","SNIG"),
(3973,4,33,"Brigadeiro Lysias Rodrigues Airport","Palmas","SBPJ"),
(3974,4,33,"Nelson Ribeiro Guimarães Airport","Caldas Novas","SBCN"),
(3975,4,237,"Missoula International Airport","Missoula","KMSO"),
(3976,4,16,"Blackall Airport","Blackall","YBCK"),
(3977,4,16,"Bundaberg Airport","Bundaberg","YBUD"),
(3978,4,237,"Grand Canyon National Park Airport","Grand Canyon","KGCN"),
(3979,4,237,"Sugar Land Regional Airport","Sugar Land","KSGR"),
(3980,4,16,"Hayman Island Heliport","Hayman Island","YHYN"),
(3981,4,237,"Centennial Airport","Denver","KAPA"),
(3982,4,237,"Clovis Municipal Airport","Clovis","KCVN"),
(3983,4,237,"Fort Stockton Pecos County Airport","Fort Stockton","KFST"),
(3984,4,237,"Las Vegas Municipal Airport","Las Vegas","KLVS"),
(3985,4,237,"West Houston Airport","Houston","KIWS"),
(3986,4,237,"La Junta Municipal Airport","La Junta","KLHX"),
(3987,4,237,"Las Cruces International Airport","Las Cruces","KLRU"),
(3988,4,237,"Stephens County Airport","Breckenridge","KBKD"),
(3989,4,237,"Draughon Miller Central Texas Regional Airport","Temple","KTPL"),
(3990,4,237,"Ozona Municipal Airport","Ozona","KOZA"),
(3991,4,137,"Kaadedhdhoo Airport","Kaadedhdhoo","VRMT"),
(3992,4,41,"Aklavik/Freddie Carmichael Airport","Aklavik","CYKD"),
(3993,4,41,"Déline Airport","Deline","CYWJ"),
(3994,4,41,"Tulita Airport","Tulita","CZFN"),
(3995,4,41,"Fort Good Hope Airport","Fort Good Hope","CYGH"),
(3996,4,241,"Tanna Airport","Tanna","NVVW"),
(3997,4,41,"Paulatuk (Nora Aliqatchialuk Ruben) Airport","Paulatuk","CYPC"),
(3998,4,28,"El Trompillo Airport","Santa Cruz","SLET"),
(3999,4,158,"Juancho E. Yrausquin Airport","Saba","TNCS"),
(4000,4,237,"Eagle County Regional Airport","Vail","KEGE"),
(4001,4,167,"Stokmarknes Skagen Airport","Stokmarknes","ENSK"),
(4002,4,237,"Cuyahoga County Airport","Richmond Heights","KCGF"),
(4003,4,237,"Mansfield Lahm Regional Airport","Mansfield","KMFD"),
(4004,4,237,"Columbus Metropolitan Airport","Columbus","KCSG"),
(4005,4,237,"Lawton Fort Sill Regional Airport","Lawton","KLAW"),
(4006,4,237,"Northern Colorado Regional Airport","Fort Collins","KFNL"),
(4007,4,237,"Flagstaff Pulliam Airport","Flagstaff","KFLG"),
(4008,4,237,"Lake Tahoe Airport","South Lake Tahoe","KTVL"),
(4009,4,237,"Joslin Field Magic Valley Regional Airport","Twin Falls","KTWF"),
(4010,4,237,"Martha's Vineyard Airport","Vineyard Haven MA","KMVY"),
(4011,4,237,"Concord Municipal Airport","Concord NH","KCON"),
(4012,4,237,"Groton New London Airport","Groton CT","KGON"),
(4013,4,237,"St Cloud Regional Airport","Saint Cloud","KSTC"),
(4014,4,254,"Qinhuangdao Beidaihe Airport","Bagan","ZBDH"),
(4015,4,237,"Golden Triangle Regional Airport","Columbus Mississippi","KGTR"),
(4016,4,251,"Nizhny Novgorod Strigino International Airport","Nizhniy Novgorod","UWGG"),
(4017,4,237,"Bowerman Airport","Hoquiam","KHQM"),
(4018,4,237,"Erie International Tom Ridge Field","Erie","KERI"),
(4019,4,237,"Barnstable Municipal Boardman Polando Field","Barnstable","KHYA"),
(4020,4,237,"Sedona Airport","Sedona","KSEZ"),
(4021,4,237,"Morgantown Municipal Walter L. Bill Hart Field","Morgantown","KMGW"),
(4022,4,237,"Yeager Airport","Charleston","KCRW"),
(4023,4,237,"Wilkes Barre Scranton International Airport","Scranton","KAVP"),
(4024,4,237,"Bemidji Regional Airport","Bemidji","KBJI"),
(4025,4,16,"Thangool Airport","Biloela","YTNG"),
(4026,4,193,"Fagali'i Airport","Apia","NSFI"),
(4027,4,16,"Ballina Byron Gateway Airport","Ballina Byron Bay","YBNA"),
(4028,4,237,"Hector International Airport","Fargo","KFAR"),
(4029,4,237,"Charles B. Wheeler Downtown Airport","Kansas City","KMKC"),
(4030,4,39,"Ratanakiri Airport","Ratanakiri","VDRK"),
(4031,4,237,"Gillette Campbell County Airport","Gillette","KGCC"),
(4032,4,251,"Bogashevo Airport","Tomsk","UNTT"),
(4033,4,237,"El Toro Marine Corps Air Station","Santa Ana","KNZJ"),
(4034,4,222,"Phetchabun Airport","Phetchabun","VTPB"),
(4035,4,222,"Chumphon Airport","Chumphon","VTSE"),
(4036,4,47,"Jiuzhai Huanglong Airport","Jiuzhaigou","ZUJZ"),
(4037,4,47,"Jieyang Chaoshan International Airport","Shantou","ZGOW"),
(4038,4,77,"Enghien Moisselles Airport","Enghien-moisselles","LFFE"),
(4039,4,96,"Cheddi Jagan International Airport","Georgetown","SYCJ"),
(4040,4,174,"Guarani International Airport","Ciudad del Este","SGES"),
(4041,4,96,"Eugene F. Correira International Airport","Georgetown","SYGO"),
(4042,4,96,"Kaieteur International Airport","Kaieteur","PKSA"),
(4043,4,47,"Dunhuang Airport","Dunhuang","ZLDH"),
(4044,4,111,"Ancona Falconara Airport","Ancona","LIPY"),
(4045,4,46,"Chamonate Airport","Copiapo","SCHA"),
(4046,4,67,"Taba International Airport","Taba","HETB"),
(4047,4,43,"Edward Bodden Airfield","Little Cayman","MWCL"),
(4048,4,229,"Milas Bodrum International Airport","Bodrum","LTFE"),
(4049,4,228,"Tabarka 7 Novembre Airport","Tabarka","DTKA"),
(4050,4,229,"Sabiha Gökçen International Airport","Istanbul","LTFJ"),
(4051,4,237,"University Park Airport","State College Pennsylvania","KUNV"),
(4052,4,16,"Broome International Airport","Broome","YBRM"),
(4053,4,16,"Newcastle Airport","Newcastle","YWLM"),
(4054,4,103,"Bakki Airport","Bakki","BIBA"),
(4055,4,17,"Klagenfurt Airport","Klagenfurt","LOWK"),
(4056,4,167,"Hammerfest Airport","Hammerfest","ENHF"),
(4057,4,167,"Valan Airport","Honningsvag","ENHV"),
(4058,4,167,"Mehamn Airport","Mehamn","ENMH"),
(4059,4,167,"Vadsø Airport","Vadsø","ENVD"),
(4060,4,106,"Imam Khomeini International Airport","Tehran","OIIE"),
(4061,4,106,"Mashhad International Airport","Mashhad","OIMM"),
(4062,4,251,"Ust-Ilimsk Airport","Ust Ilimsk","UIBS"),
(4063,4,237,"Key Field","Meridian","KMEI"),
(4064,4,237,"Abraham Lincoln Capital Airport","Springfield","KSPI"),
(4065,4,237,"Cortez Municipal Airport","Cortez","KCEZ"),
(4066,4,237,"Yampa Valley Airport","Hayden","KHDN"),
(4067,4,237,"Gallup Municipal Airport","Gallup","KGUP"),
(4068,4,237,"Liberal Mid-America Regional Airport","Liberal","KLBL"),
(4069,4,237,"Lamar Municipal Airport","Lamar","KLAA"),
(4070,4,237,"Renner Field-Goodland Municipal Airport","Goodland","KGLD"),
(4071,4,237,"Yellowstone Regional Airport","Cody","KCOD"),
(4072,4,522,"Ørsta-Volda Airport, Hovden","HOV"),
(4073,4,236,"St. Mary's Airport","ST MARY\'S","EGHE"),
(4074,4,237,"Springfield Branson National Airport","Springfield","KSGF"),
(4075,4,167,"Narvik Framnes Airport","Narvik","ENNK"),
(4076,4,167,"Berlevåg Airport","Berlevag","ENBV"),
(4077,4,Oslo,"Oslo, Fornebu Airport","FBU"),
(4078,4,251,"Norilsk-Alykel Airport","Norilsk","UOOO"),
(4079,4,251,"Anapa Vityazevo Airport","Anapa","URKA"),
(4080,4,237,"Joplin Regional Airport","Joplin","KJLN"),
(4081,4,237,"Lehigh Valley International Airport","Allentown","KABE"),
(4082,4,237,"Northwest Arkansas Regional Airport","Bentonville","KXNA"),
(4083,4,116,"Atyrau Airport","Atyrau","UATG"),
(4084,4,116,"Kzyl-Orda Southwest Airport","Kzyl-Orda","UAOO"),
(4085,4,237,"South Bend Regional Airport","South Bend","KSBN"),
(4086,4,251,"Bykovo Airport","Moscow","UUBB"),
(4087,4,251,"Talagi Airport","Arkhangelsk","ULAA"),
(4088,4,251,"Saratov Central Airport","Saratov","UWSS"),
(4089,4,251,"Novy Urengoy Airport","Novy Urengoy","USMU"),
(4090,4,251,"Noyabrsk Airport","Noyabrsk","USRO"),
(4091,4,116,"Aktau Airport","Aktau","UATE"),
(4092,4,251,"Ukhta Airport","Ukhta","UUYH"),
(4093,4,251,"Usinsk Airport","Usinsk","UUYS"),
(4094,4,251,"Pechora Airport","Pechora","UUYP"),
(4095,4,251,"Naryan Mar Airport","Naryan-Mar","ULAM"),
(4096,4,251,"Pskov Airport","Pskov","ULOO"),
(4097,4,251,"Kogalym International Airport","Kogalym","USRK"),
(4098,4,251,"Yemelyanovo Airport","Krasnoyarsk","UNKL"),
(4099,4,116,"Sary-Arka Airport","Karaganda","UAKK"),
(4100,4,251,"Novosibirsk North Airport","Novosibirsk","UNCC"),
(4101,4,251,"Uray Airport","Uraj","USHU"),
(4102,4,251,"Ivanovo South Airport","Ivanovo","UUBI"),
(4103,4,47,"Longjia Airport","Changchun","ZYCC"),
(4104,4,113,"Niigata Airport","Niigata","RJSN"),
(4105,4,523,"Johnston Atoll Airport","Johnston Island","PJON"),
(4106,4,237,"Smith Field","Fort Wayne IN","KSMD"),
(4107,4,237,"California Redwood Coast-Humboldt County Airport","Arcata CA","KACV"),
(4108,4,237,"Albert J Ellis Airport","Jacksonville NC","KOAJ"),
(4109,4,237,"Tuscaloosa Regional Airport","Tuscaloosa AL","KTCL"),
(4110,4,237,"Dubuque Regional Airport","Dubuque IA","KDBQ"),
(4111,4,101,"Shun Tak Heliport","Hong Kong","VHST"),
(4112,4,205,"Uru Harbour Airport","Atoifi","AGAT"),
(4113,4,205,"Gwaunaru'u Airport","Auki","AGGA"),
(4114,4,205,"Ballalae Airport","Ballalae","AGGE"),
(4115,4,205,"Fera/Maringe Airport","Fera Island","AGGF"),
(4116,4,205,"Babanakira Airport","Mbambanakira","AGGI"),
(4117,4,205,"Ngorangora Airport","Kirakira","AGGK"),
(4118,4,205,"Santa Cruz/Graciosa Bay/Luova Airport","Santa Cruz/Graciosa Bay/Luova","AGGL"),
(4119,4,205,"Munda Airport","Munda","AGGM"),
(4120,4,205,"Nusatupe Airport","Gizo","AGGN"),
(4121,4,205,"Mono Airport","Stirling Island","AGGO"),
(4122,4,205,"Rennell/Tingoa Airport","Rennell Island","AGGR"),
(4123,4,205,"Marau Airport","Marau","AGGU"),
(4124,4,205,"Suavanao Airport","Suavanao","AGGV"),
(4125,4,205,"Kaghau Airport","Kagau Island","AGKG"),
(4126,4,205,"Ramata Airport","Ramata","AGRM"),
(4127,4,173,"Buka Airport","Buka Island","AYBK"),
(4128,4,173,"Chimbu Airport","Kundiawa","AYCH"),
(4129,4,173,"Daru Airport","Daru","AYDU"),
(4130,4,173,"Gurney Airport","Gurney","AYGN"),
(4131,4,173,"Girua Airport","Girua","AYGR"),
(4132,4,173,"Kimbe Airport","Hoskins","AYHK"),
(4133,4,173,"Kiunga Airport","Kiunga","AYKI"),
(4134,4,173,"Kikori Airport","Kikori","AYKK"),
(4135,4,173,"Kerema Airport","Kerema","AYKM"),
(4136,4,173,"Kavieng Airport","Kavieng","AYKV"),
(4137,4,173,"Mendi Airport","Mendi","AYMN"),
(4138,4,173,"Momote Airport","Momote","AYMO"),
(4139,4,173,"Moro Airport","Moro","AYMR"),
(4140,4,173,"Misima Island Airport","Misima Island","AYMS"),
(4141,4,173,"Tari Airport","Tari","AYTA"),
(4142,4,173,"Tabubil Airport","Tabubil","AYTB"),
(4143,4,173,"Tokua Airport","Tokua","AYTK"),
(4144,4,173,"Vanimo Airport","Vanimo","AYVN"),
(4145,4,173,"Wapenamanda Airport","Wapenamanda","AYWD"),
(4146,4,88,"Alluitsup Paa Heliport","Alluitsup Paa","BGAP"),
(4147,4,88,"Neerlerit Inaat Airport","Neerlerit Inaat","BGCO"),
(4148,4,88,"Paamiut Heliport","Paamiut","BGFH"),
(4149,4,88,"Qeqertarsuaq Heliport","Qeqertarsuaq Airport","BGGN"),
(4150,4,88,"Qaqortoq Heliport","Qaqortoq","BGJH"),
(4151,4,88,"Maniitsoq Airport","Maniitsoq","BGMQ"),
(4152,4,88,"Nanortalik Heliport","Nanortalik","BGNN"),
(4153,4,88,"Narsaq Heliport","Narsaq","BGNS"),
(4154,4,88,"Qaanaaq Airport","Qaanaaq","BGQQ"),
(4155,4,88,"Sisimiut Airport","Sisimiut","BGSS"),
(4156,4,88,"Upernavik Airport","Upernavik","BGUK"),
(4157,4,88,"Qaarsut Airport","Uummannaq","BGUQ"),
(4158,4,103,"Grímsey Airport","Grímsey","BIGR"),
(4159,4,103,"Thorshofn Airport","Thorshofn","BITN"),
(4160,4,103,"Vopnafjörður Airport","Vopnafjörður","BIVO"),
(4161,4,41,"Whistler/Green Lake Water Aerodrome","Whistler","CAE5"),
(4162,4,41,"Anahim Lake Airport","Anahim Lake","CAJ4"),
(4163,4,41,"Williams Harbour Airport","Williams Harbour","CCA6"),
(4164,4,41,"St. Lewis (Fox Harbour) Airport","St. Lewis","CCK4"),
(4165,4,41,"Port Hope Simpson Airport","Port Hope Simpson","CCP4"),
(4166,4,41,"Rigolet Airport","Rigolet","CCZ2"),
(4167,4,41,"Colville Lake Airport","Colville Lake","CEB3"),
(4168,4,41,"Whatì Airport","Whatì","CEM3"),
(4169,4,41,"Summer Beaver Airport","Summer Beaver","CJV7"),
(4170,4,41,"Wapekeka Airport","Angling Lake","CKB6"),
(4171,4,41,"Wunnumin Lake Airport","Wunnumin Lake","CKL3"),
(4172,4,41,"North Spirit Lake Airport","North Spirit Lake","CKQ3"),
(4173,4,41,"Bearskin Lake Airport","Bearskin Lake","CNE3"),
(4174,4,41,"Kingfisher Lake Airport","Kingfisher Lake","CNM5"),
(4175,4,41,"Ogoki Post Airport","Ogoki Post","CNT3"),
(4176,4,41,"Poplar Hill Airport","Poplar Hill","CPV7"),
(4177,4,41,"Chisasibi Airport","Chisasibi","CSU2"),
(4178,4,41,"Tête-à-la-Baleine Airport","Tête-à-la-Baleine","CTB6"),
(4179,4,41,"La Tabatière Airport","La Tabatière","CTU5"),
(4180,4,41,"Cat Lake Airport","Cat Lake","CYAC"),
(4181,4,41,"Fort Frances Municipal Airport","Fort Frances","CYAG"),
(4182,4,41,"Kasabonika Airport","Kasabonika","CYAQ"),
(4183,4,41,"Kangirsuk Airport","Kangirsuk","CYAS"),
(4184,4,41,"Attawapiskat Airport","Attawapiskat","CYAT"),
(4185,4,41,"Lac Du Bonnet Airport","Lac Du Bonnet","CYAX"),
(4186,4,41,"Uranium City Airport","Uranium City","CYBE"),
(4187,4,41,"Lourdes de Blanc Sablon Airport","Lourdes-De-Blanc-Sablon","CYBX"),
(4188,4,41,"Cartwright Airport","Cartwright","CYCA"),
(4189,4,41,"Chesterfield Inlet Airport","Chesterfield Inlet","CYCS"),
(4190,4,41,"Nain Airport","Nain","CYDP"),
(4191,4,41,"Fort Severn Airport","Fort Severn","CYER"),
(4192,4,41,"Fort Albany Airport","Fort Albany","CYFA"),
(4193,4,41,"Fort Hope Airport","Fort Hope","CYFH"),
(4194,4,41,"Makkovik Airport","Makkovik","CYFT"),
(4195,4,41,"Texada Gillies Bay Airport","Texada","CYGB"),
(4196,4,41,"Gods Lake Narrows Airport","Gods Lake Narrows","CYGO"),
(4197,4,41,"Igloolik Airport","Igloolik","CYGT"),
(4198,4,41,"Kuujjuarapik Airport","Kuujjuarapik","CYGW"),
(4199,4,41,"Gillam Airport","Gillam","CYGX"),
(4200,4,41,"Grise Fiord Airport","Grise Fiord","CYGZ"),
(4201,4,41,"Quaqtaq Airport","Quaqtaq","CYHA"),
(4202,4,41,"Vancouver Harbour Water Aerodrome","Vancouver","CYHC"),
(4203,4,41,"Nemiscau Airport","Nemiscau","CYHH"),
(4204,4,41,"Hopedale Airport","Hopedale","CYHO"),
(4205,4,41,"Chevery Airport","Chevery","CYHR"),
(4206,4,41,"Ivujivik Airport","Ivujivik","CYIK"),
(4207,4,41,"Island Lake Airport","Island Lake","CYIV"),
(4208,4,41,"Akulivik Airport","Akulivik","CYKO"),
(4209,4,41,"Waskaganish Airport","Waskaganish","CYKQ"),
(4210,4,41,"Aupaluk Airport","Aupaluk","CYLA"),
(4211,4,41,"Kimmirut Airport","Kimmirut","CYLC"),
(4212,4,41,"Lansdowne House Airport","Lansdowne House","CYLH"),
(4213,4,41,"St Georges Airport","Lutselk'e","CYSG"),
(4214,4,41,"Kangiqsualujjuaq (Georges River) Airport","Kangiqsualujjuaq","CYLU"),
(4215,4,41,"Mary's Harbour Airport","Mary's Harbour","CYMH"),
(4216,4,41,"Chapais Airport","Chibougamau","CYMT"),
(4217,4,41,"Umiujaq Airport","Umiujaq","CYMU"),
(4218,4,41,"Wemindji Airport","Wemindji","CYNC"),
(4219,4,41,"Norway House Airport","Norway House","CYNE"),
(4220,4,41,"Points North Landing Airport","Points North Landing","CYNL"),
(4221,4,41,"Oxford House Airport","Oxford House","CYOH"),
(4222,4,41,"Inukjuak Airport","Inukjuak","CYPH"),
(4223,4,41,"Pikangikum Airport","Pikangikum","CYPM"),
(4224,4,41,"Peawanuck Airport","Peawanuck","CYPO"),
(4225,4,41,"Powell River Airport","Powell River","CYPW"),
(4226,4,41,"The Pas Airport","The Pas","CYQD"),
(4227,4,41,"Nakina Airport","Nakina","CYQN"),
(4228,4,41,"Rae Lakes Airport","Gamètì","CYRA"),
(4229,4,41,"Red Lake Airport","Red Lake","CYRL"),
(4230,4,41,"Stony Rapids Airport","Stony Rapids","CYSF"),
(4231,4,41,"Sanikiluaq Airport","Sanikiluaq","CYSK"),
(4232,4,41,"St. Theresa Point Airport","St. Theresa Point","CYST"),
(4233,4,41,"Big Trout Lake Airport","Big Trout Lake","CYTL"),
(4234,4,41,"Deer Lake Airport","Deer Lake","CYVZ"),
(4235,4,41,"Webequie Airport","Webequie","CYWP"),
(4236,4,41,"Whale Cove Airport","Whale Cove","CYXN"),
(4237,4,41,"Salluit Airport","Salluit","CYZG"),
(4238,4,41,"York Landing Airport","York Landing","CZAC"),
(4239,4,41,"Ilford Airport","Ilford","CZBD"),
(4240,4,41,"Bathurst Airport","Bathurst","CZBF"),
(4241,4,41,"Eastmain River Airport","Eastmain River","CZEM"),
(4242,4,41,"Fond-Du-Lac Airport","Fond-Du-Lac","CZFD"),
(4243,4,41,"Gods River Airport","Gods River","CZGI"),
(4244,4,41,"Swan River Airport","Swan River","CZJN"),
(4245,4,41,"Kashechewan Airport","Kashechewan","CZKE"),
(4246,4,41,"Muskrat Dam Airport","Muskrat Dam","CZMD"),
(4247,4,41,"Masset Airport","Masset","CZMT"),
(4248,4,41,"Sachigo Lake Airport","Sachigo Lake","CZPB"),
(4249,4,41,"Round Lake (Weagamow Lake) Airport","Round Lake","CZRJ"),
(4250,4,41,"Sandy Lake Airport","Sandy Lake","CZSJ"),
(4251,4,41,"Shamattawa Airport","Shamattawa","CZTM"),
(4252,4,41,"Churchill Falls Airport","Churchill Falls","CZUM"),
(4253,4,41,"Wollaston Lake Airport","Wollaston Lake","CZWL"),
(4254,4,6,"Batna Airport","Batna","DABT"),
(4255,4,6,"Béchar Boudghene Ben Ali Lotfi Airport","Béchar","DAOR"),
(4256,4,6,"Bordj Badji Mokhtar Airport","Bordj Badji Mokhtar","DATM"),
(4257,4,6,"Guemar Airport","Guemar","DAUO"),
(4258,4,85,"Kumasi Airport","Kumasi","DGSI"),
(4259,4,84,"Heringsdorf Airport","Heringsdorf","EDAH"),
(4260,4,84,"Heide-Büsum Airport","Büsum","EDXB"),
(4261,4,84,"Helgoland-Düne Airport","Helgoland","EDXH"),
(4262,4,76,"Seinäjoki Airport","Seinäjoki / Ilmajoki","EFSI"),
(4263,4,236,"Nottingham Airport","Nottingham","EGBN"),
(4264,4,524,"Robin Hood Doncaster Sheffield Airport","Doncaster,"DSA"),
(4265,4,236,"Campbeltown Airport","Campbeltown","EGEC"),
(4266,4,236,"Eday Airport","Eday","EGED"),
(4267,4,236,"Fair Isle Airport","Fair Isle","EGEF"),
(4268,4,236,"North Ronaldsay Airport","North Ronaldsay","EGEN"),
(4269,4,236,"Papa Westray Airport","Papa Westray","EGEP"),
(4270,4,236,"Stronsay Airport","Stronsay","EGER"),
(4271,4,236,"Sanday Airport","Sanday","EGES"),
(4272,4,236,"Lerwick / Tingwall Airport","Lerwick","EGET"),
(4273,4,236,"Westray Airport","Westray","EGEW"),
(4274,4,236,"Land's End Airport","Land's End","EGHC"),
(4275,4,236,"Penzance Heliport","Penzance","EGHK"),
(4276,4,236,"Anglesey Airport","Angelsey","EGOV"),
(4277,4,236,"Barra Airport","Barra","EGPR"),
(4278,4,108,"Donegal Airport","Dongloe","EIDL"),
(4279,4,108,"Weston Airport","Leixlip","EIWT"),
(4280,4,62,"Sindal Airport","Sindal","EKSN"),
(4281,4,167,"Leknes Airport","Leknes","ENLK"),
(4282,4,167,"Namsos Høknesøra Airport","Namsos","ENNM"),
(4283,4,Mo i Rana,"Mo i Rana Airport, Røssvoll","MQN"),
(4284,4,R°rvik,"Rørvik Airport, Ryum","RVK"),
(4285,4,167,"Røst Airport","Røst","ENRS"),
(4286,4,167,"Sandane Airport (Anda)","Sandane","ENSD"),
(4287,4,167,"Sogndal Airport","Sogndal","ENSG"),
(4288,4,167,"Svolvær Helle Airport","Svolvær","ENSH"),
(4289,4,167,"Sørkjosen Airport","Sorkjosen","ENSR"),
(4290,4,Vard°,"Vardø Airport, Svartnes","VAW"),
(4291,4,167,"Værøy Heliport","Værøy","ENVR"),
(4292,4,178,"Bydgoszcz Ignacy Jan Paderewski Airport","Bydgoszcz","EPBY"),
(4293,4,178,"Lódz Wladyslaw Reymont Airport","Lodz","EPLL"),
(4294,4,216,"Åre Östersund Airport","Östersund","ESNZ"),
(4295,4,216,"Hagfors Airport","Hagfors","ESOH"),
(4296,4,216,"Karlstad Airport","Karlstad","ESOK"),
(4297,4,216,"Torsby Airport","Torsby","ESST"),
(4298,4,216,"Ängelholm-Helsingborg Airport","Ängelholm","ESTA"),
(4299,4,216,"Storuman Airport","Mohed","ESUD"),
(4300,4,216,"Hemavan Airport","Hemavan","ESUT"),
(4301,4,124,"Ventspils International Airport","Ventspils","EVVA"),
(4302,4,207,"Rand Airport","Johannesburg","FAGM"),
(4303,4,207,"Kruger Mpumalanga International Airport","Mpumalanga","FAKN"),
(4304,4,207,"Malamala Airport","Malamala","FAMD"),
(4305,4,207,"Mmabatho International Airport","Mafeking","FAMM"),
(4306,4,31,"Ghanzi Airport","Ghanzi","FBGZ"),
(4307,4,31,"Orapa Airport","Orapa","FBOR"),
(4308,4,31,"Shakawe Airport","Shakawe","FBSW"),
